person_id,gender,gender_confidence,gender_female_weight,gender_male_weight,generation,num_mothers,num_fathers,num_children,num_siblings,degree,out_degree,in_degree,has_anomalies,anomaly_count,anomaly_types,is_leaf,is_founder
valentina74,F,1.0,3,0,4,0,0,1,0,2,1,1,False,0,,False,True
adrian1314,M,1.0,0,3,4,0,0,1,0,2,1,1,False,0,,False,True
emil110,M,1.0,0,30,1,0,0,4,0,21,10,11,False,0,,False,True
larissa408,F,1.0,54,0,3,1,1,0,1,41,19,22,False,0,,True,False
benjamin336,M,1.0,0,45,5,0,0,0,1,30,16,14,False,0,,True,False
larissa76,F,1.0,15,0,0,0,0,1,0,10,5,5,False,0,,False,True
hannah467,F,1.0,30,0,5,1,1,0,0,27,12,15,False,0,,True,False
claudia94,F,1.0,18,0,0,0,0,1,0,12,6,6,False,0,,False,True
valerie96,F,1.0,3,0,3,0,0,1,0,2,1,1,False,0,,False,True
nico91,M,1.0,0,42,3,1,1,1,1,33,16,17,False,0,,False,False
lisa400,F,1.0,33,0,0,0,0,2,0,22,11,11,False,0,,False,True
katharina1,F,1.0,51,0,1,0,0,5,3,31,17,14,False,0,,False,False
sarah390,F,1.0,28,0,4,0,0,0,1,22,10,12,False,0,,True,False
tobias483,M,1.0,0,43,4,1,1,2,1,31,15,16,False,0,,False,False
mia1301,F,1.0,9,0,3,0,0,2,0,4,3,1,False,0,,False,True
olivia1054,F,1.0,30,0,1,0,0,3,0,17,10,7,False,0,,False,True
hannah965,F,1.0,27,0,1,1,1,2,2,15,9,6,False,0,,False,False
hannah777,F,1.0,6,0,2,0,0,2,0,2,2,0,False,0,,False,True
amelie453,F,1.0,50,0,4,1,1,1,1,36,18,18,False,0,,False,False
emilia161,F,1.0,21,0,1,0,0,1,0,14,7,7,False,0,,False,True
helena872,F,1.0,6,0,1,0,0,1,0,4,2,2,False,0,,False,True
magdalena59,F,1.0,57,0,3,1,1,0,2,41,20,21,False,0,,True,False
johanna331,F,1.0,9,0,0,0,0,2,0,7,3,4,False,0,,False,True
natalie877,F,1.0,15,0,0,0,0,3,0,10,5,5,False,0,,False,True
anna1195,F,1.0,51,0,3,1,1,2,1,35,18,17,False,0,,False,False
gertrude1080,F,1.0,27,0,0,0,0,1,0,18,9,9,False,0,,False,True
johanna781,F,1.0,46,0,2,1,1,0,1,34,17,17,False,0,,True,False
konstantin1104,M,1.0,0,12,0,0,0,1,0,8,4,4,False,0,,False,True
larissa299,F,1.0,60,0,2,0,0,2,4,37,20,17,False,0,,False,False
julian469,M,1.0,0,39,1,1,1,1,0,26,13,13,False,0,,False,False
valentin1234,M,1.0,0,3,3,0,0,1,0,1,1,0,False,0,,False,True
lea640,F,1.0,45,0,1,0,0,3,2,27,15,12,False,0,,False,False
emilia428,F,1.0,48,0,4,1,1,1,1,36,16,20,False,0,,False,False
claudia69,F,1.0,57,0,3,0,0,1,2,40,20,20,False,0,,False,False
leonie504,F,1.0,15,0,2,0,0,1,0,10,5,5,False,0,,False,True
lea895,F,1.0,36,0,1,0,0,2,0,22,12,10,False,0,,False,True
anastasia769,F,1.0,46,0,2,1,1,2,4,33,16,17,False,0,,False,False
daniel1022,M,1.0,0,49,3,1,1,0,2,37,18,19,False,0,,True,False
dominik2,M,1.0,0,27,1,1,1,5,0,19,9,10,False,0,,False,False
adam306,M,1.0,0,39,0,0,0,2,0,27,13,14,False,0,,False,True
marko416,M,1.0,0,57,2,1,1,0,3,36,19,17,False,0,,True,False
nora564,F,1.0,43,0,4,1,1,0,0,32,16,16,False,0,,True,False
simon172,M,1.0,0,38,5,1,1,1,0,29,13,16,False,0,,False,False
nico744,M,1.0,0,28,5,1,1,0,1,23,10,13,False,0,,True,False
benjamin247,M,1.0,0,38,5,1,1,3,0,28,13,15,False,0,,False,False
gertrude569,F,1.0,51,0,4,1,1,0,2,36,18,18,False,0,,True,False
tobias444,M,1.0,0,36,2,1,1,0,3,22,12,10,False,0,,True,False
marlene620,F,1.0,44,0,4,1,1,0,1,34,16,18,False,0,,True,False
nora536,F,1.0,46,0,4,1,1,0,0,33,16,17,False,0,,True,False
tobias625,M,1.0,0,44,4,0,0,0,1,32,16,16,False,0,,True,False
jonathan1233,M,1.0,0,44,4,1,1,0,1,36,17,19,False,0,,True,False
claudia1017,F,1.0,42,0,4,1,1,0,1,34,16,18,False,0,,True,False
tobias713,M,1.0,0,48,4,1,1,1,1,38,17,21,False,0,,False,False
emma7,F,1.0,48,0,0,0,0,4,0,33,16,17,False,0,,False,True
sebastian827,M,1.0,0,21,0,0,0,2,0,14,7,7,False,0,,False,True
emil809,M,1.0,0,51,2,1,1,0,4,31,17,14,False,0,,True,False
leo262,M,1.0,0,26,4,1,1,0,0,18,9,9,False,0,,True,False
anastasia847,F,1.0,9,0,3,0,0,2,0,6,3,3,False,0,,False,True
adrian735,M,1.0,0,51,2,1,1,3,0,32,17,15,False,0,,False,False
luisa933,F,1.0,38,0,4,1,1,0,1,28,13,15,False,0,,True,False
luisa632,F,1.0,45,0,1,1,1,3,2,30,15,15,False,0,,False,False
marlene472,F,1.0,48,0,3,0,0,2,4,30,16,14,False,0,,False,False
nina1221,F,1.0,52,0,3,1,1,2,3,37,19,18,False,0,,False,False
marie1311,F,1.0,33,0,4,1,1,0,0,29,13,16,False,0,,True,False
emil837,M,1.0,0,15,0,0,0,1,0,10,5,5,False,0,,False,True
oliver761,M,1.0,0,45,1,1,1,5,1,24,15,9,False,0,,False,False
lara836,F,1.0,15,0,0,0,0,1,0,9,5,4,False,0,,False,True
sarah1156,F,1.0,15,0,0,0,0,1,0,9,5,4,False,0,,False,True
marlene1081,F,1.0,27,0,1,1,1,5,0,14,9,5,False,0,,False,False
michael622,M,1.0,0,12,1,0,0,1,0,8,4,4,False,0,,False,True
selina659,F,1.0,18,0,2,0,0,1,0,11,6,5,False,0,,False,True
mia823,F,1.0,21,0,1,0,0,1,0,14,7,7,False,0,,False,True
lea352,F,1.0,24,0,1,1,1,2,1,14,8,6,False,0,,False,False
rene448,M,1.0,0,33,1,0,0,1,0,22,11,11,False,0,,False,True
lea540,F,1.0,9,0,2,0,0,2,0,6,3,3,False,0,,False,True
katharina1218,F,1.0,52,0,3,1,1,1,3,38,19,19,False,0,,False,False
nora1056,F,1.0,42,0,2,1,1,4,2,25,14,11,False,0,,False,False
anna1166,F,1.0,21,0,1,0,0,3,0,11,7,4,False,0,,False,True
adam426,M,1.0,0,15,1,0,0,2,0,11,5,6,False,0,,False,True
theodor552,M,1.0,0,44,4,0,0,1,1,30,16,14,False,0,,False,False
gertrude637,F,1.0,15,0,2,1,1,1,0,10,5,5,False,0,,False,False
karin41,F,1.0,9,0,0,0,0,1,0,6,3,3,False,0,,False,True
katharina266,F,1.0,27,0,1,1,1,3,0,19,9,10,False,0,,False,False
emil465,M,1.0,0,49,4,1,1,0,0,36,18,18,False,0,,True,False
tobias1076,M,1.0,0,27,1,1,1,0,1,15,9,6,False,0,,True,False
ella623,F,1.0,53,0,3,0,0,0,2,37,19,18,False,0,,True,False
leonie975,F,1.0,36,0,1,1,1,1,3,23,12,11,False,0,,False,False
vincent848,M,1.0,0,37,4,1,1,1,1,30,13,17,False,0,,False,False
isabella166,F,1.0,30,0,1,1,1,1,1,20,10,10,False,0,,False,False
julia1307,F,1.0,46,0,3,1,1,1,2,33,16,17,False,0,,False,False
noah1194,M,1.0,0,9,2,0,0,2,0,4,3,1,False,0,,False,True
natalie1096,F,1.0,3,0,2,0,0,1,0,1,1,0,False,0,,False,True
johanna756,F,1.0,18,0,0,0,0,2,0,10,6,4,False,0,,False,True
emilia1089,F,1.0,46,0,2,1,1,2,4,31,16,15,False,0,,False,False
fabian140,M,1.0,0,64,3,1,1,1,4,44,22,22,False,0,,False,False
leo1168,M,1.0,0,21,2,1,1,0,2,13,7,6,False,0,,True,False
felix231,M,1.0,0,15,0,0,0,1,0,10,5,5,False,0,,False,True
nora721,F,1.0,3,0,3,0,0,1,0,2,1,1,False,0,,False,True
mia752,F,1.0,54,0,3,1,1,1,2,35,18,17,False,0,,False,False
maria494,F,1.0,3,0,4,0,0,1,0,2,1,1,False,0,,False,True
paula648,F,1.0,44,0,2,1,1,0,2,34,17,17,False,0,,True,False
jakob1293,M,1.0,0,51,2,1,1,2,2,31,17,14,False,0,,False,False
leo1205,M,1.0,0,51,2,1,1,0,4,32,17,15,False,0,,True,False
lukas757,M,1.0,0,18,0,0,0,2,0,12,6,6,False,0,,False,True
larissa1176,F,1.0,12,0,3,1,1,0,2,9,4,5,False,0,,True,False
alexander195,M,1.0,0,49,2,0,0,0,2,28,17,11,False,0,,True,False
julian383,M,1.0,0,42,3,1,1,2,0,34,15,19,False,0,,False,False
helena1070,F,1.0,3,0,4,0,0,1,0,2,1,1,False,0,,False,True
samuel412,M,1.0,0,36,1,1,1,0,1,19,12,7,False,0,,True,False
anna842,F,1.0,30,0,1,0,0,3,0,20,10,10,False,0,,False,True
leon16,M,1.0,0,50,2,1,1,1,0,38,19,19,False,0,,False,False
leonie728,F,1.0,27,0,0,0,0,1,0,17,9,8,False,0,,False,True
karin613,F,1.0,51,0,3,1,1,2,3,38,18,20,False,0,,False,False
amelie1211,F,1.0,45,0,1,0,0,2,0,28,15,13,False,0,,False,True
philipp1285,M,1.0,0,54,2,1,1,0,3,29,18,11,False,0,,True,False
beate499,F,1.0,32,0,5,0,0,0,2,22,11,11,False,0,,True,False
lisa222,F,1.0,36,0,1,1,1,1,1,19,12,7,False,0,,False,False
moritz545,M,1.0,0,3,4,0,0,1,0,2,1,1,False,0,,False,True
rene162,M,1.0,0,21,1,0,0,1,0,14,7,7,False,0,,False,True
paula12,F,1.0,51,0,1,1,1,2,3,31,17,14,False,0,,False,False
sarah251,F,1.0,30,0,6,0,0,0,2,18,10,8,False,0,,True,False
lisa805,F,1.0,51,0,2,1,1,0,4,31,17,14,False,0,,True,False
sebastian1209,M,1.0,0,3,2,0,0,1,0,1,1,0,False,0,,False,True
valentina25,F,1.0,3,0,2,0,0,1,0,2,1,1,False,0,,False,True
raphael1160,M,1.0,0,41,3,1,1,1,1,29,14,15,False,0,,False,False
florian476,M,1.0,0,30,1,0,0,1,0,20,10,10,False,0,,False,True
konstantin938,M,1.0,0,6,2,0,0,2,0,4,2,2,False,0,,False,True
rene367,M,1.0,0,21,2,0,0,1,0,14,7,7,False,0,,False,True
emma235,F,1.0,27,0,0,0,0,1,0,18,9,9,False,0,,False,True
elena257,F,1.0,30,0,6,1,1,0,2,20,10,10,False,0,,True,False
lara796,F,1.0,26,0,5,1,1,1,0,20,9,11,False,0,,False,False
paula50,F,1.0,15,0,1,1,1,0,1,9,5,4,False,0,,True,False
alexander325,M,1.0,0,3,4,0,0,1,0,2,1,1,False,0,,False,True
alina1124,F,1.0,30,0,2,1,1,0,1,16,10,6,False,0,,True,False
patrick1051,M,1.0,0,3,3,0,0,1,0,2,1,1,False,0,,False,True
emilia633,F,1.0,45,0,1,1,1,4,2,30,15,15,False,0,,False,False
philipp432,M,1.0,0,6,4,0,0,1,0,4,2,2,False,0,,False,True
oskar771,M,1.0,0,42,3,1,1,0,1,36,17,19,False,0,,True,False
lena854,F,1.0,50,0,3,1,1,1,2,33,17,16,False,0,,False,False
marlene344,F,1.0,33,0,2,1,1,2,0,23,11,12,False,0,,False,False
lena1038,F,1.0,55,0,3,1,1,0,3,41,20,21,False,0,,True,False
thomas42,M,1.0,0,9,0,0,0,1,0,6,3,3,False,0,,False,True
elias302,M,1.0,0,9,2,0,0,2,0,6,3,3,False,0,,False,True
olivia804,F,1.0,30,0,1,1,1,0,1,18,10,8,False,0,,True,False
samuel1216,M,1.0,0,50,3,1,1,0,4,37,18,19,False,0,,True,False
florian376,M,1.0,0,36,0,0,0,4,0,25,12,13,False,0,,False,True
emily264,F,1.0,27,0,0,0,0,3,0,19,9,10,False,0,,False,True
marcel845,M,1.0,0,33,2,1,1,3,1,23,11,12,False,0,,False,False
laura143,F,1.0,64,0,3,0,0,0,4,42,22,20,False,0,,True,False
luis629,M,1.0,0,53,3,1,1,0,2,39,19,20,False,0,,True,False
larissa286,F,1.0,6,0,2,0,0,1,0,4,2,2,False,0,,False,True
christian689,M,1.0,0,24,1,0,0,4,0,16,8,8,False,0,,False,True
rene254,M,1.0,0,12,0,0,0,1,0,8,4,4,False,0,,False,True
olivia230,F,1.0,15,0,0,0,0,1,0,10,5,5,False,0,,False,True
christian666,M,1.0,0,18,0,0,0,1,0,11,6,5,False,0,,False,True
fabian520,M,1.0,0,3,1,0,0,1,0,2,1,1,False,0,,False,True
oskar407,M,1.0,0,9,2,1,1,2,0,7,3,4,False,0,,False,False
alina762,F,1.0,45,0,0,0,0,2,0,28,15,13,False,0,,False,True
elena1012,F,1.0,49,0,3,1,1,0,2,37,18,19,False,0,,True,False
mia595,F,1.0,44,0,2,1,1,0,2,25,15,10,False,0,,True,False
helena961,F,1.0,6,0,3,0,0,2,0,4,2,2,False,0,,False,True
jan1299,M,1.0,0,3,3,0,0,1,0,2,1,1,False,0,,False,True
matthias270,M,1.0,0,39,3,1,1,1,0,30,14,16,False,0,,False,False
vincent792,M,1.0,0,34,4,1,1,0,2,28,12,16,False,0,,True,False
paula75,F,1.0,18,0,5,1,1,0,0,14,6,8,False,0,,True,False
lina644,F,1.0,44,0,2,1,1,1,2,34,17,17,False,0,,False,False
christian987,M,1.0,0,36,1,1,1,1,3,21,12,9,False,0,,False,False
theodor578,M,1.0,0,47,3,1,1,4,1,34,16,18,False,0,,False,False
elena1074,F,1.0,43,0,4,1,1,0,0,33,15,18,False,0,,True,False
charlotte1171,F,1.0,12,0,2,0,0,3,0,5,4,1,False,0,,False,True
marlene1278,F,1.0,36,0,1,0,0,1,0,23,12,11,False,0,,False,True
leonie318,F,1.0,48,0,4,1,1,2,4,33,16,17,False,0,,False,False
gabriel551,M,1.0,0,18,0,0,0,1,0,12,6,6,False,0,,False,True
selina774,F,1.0,48,0,3,1,1,0,1,38,18,20,False,0,,True,False
paul1083,M,1.0,0,46,2,1,1,0,4,33,16,17,False,0,,True,False
ella577,F,1.0,30,0,1,1,1,0,2,15,10,5,False,0,,True,False
nico221,M,1.0,0,30,0,0,0,2,0,21,10,11,False,0,,False,True
alina1263,F,1.0,37,0,5,1,1,0,0,28,13,15,False,0,,True,False
theodor749,M,1.0,0,24,1,0,0,1,0,16,8,8,False,0,,False,True
adrian155,M,1.0,0,49,3,0,0,0,1,34,18,16,False,0,,True,False
luis1014,M,1.0,0,6,3,0,0,2,0,2,2,0,False,0,,False,True
valerie126,F,1.0,3,0,4,0,0,2,0,3,1,2,False,0,,False,True
david387,M,1.0,0,3,1,0,0,1,0,2,1,1,False,0,,False,True
christian1226,M,1.0,0,36,0,0,0,1,0,24,12,12,False,0,,False,True
luca129,M,1.0,0,29,5,0,0,0,1,22,11,11,False,0,,True,False
isabella314,F,1.0,33,0,4,1,1,0,0,30,13,17,False,0,,True,False
lukas269,M,1.0,0,6,2,0,0,1,0,4,2,2,False,0,,False,True
isabella267,F,1.0,45,0,2,1,1,1,2,30,15,15,False,0,,False,False
gabriel176,M,1.0,0,9,3,0,0,2,0,7,3,4,False,0,,False,True
rene112,M,1.0,0,39,4,1,1,2,0,32,14,18,False,0,,False,False
lea1264,F,1.0,60,0,3,1,1,4,2,38,20,18,False,0,,False,False
isabella621,F,1.0,12,0,1,0,0,1,0,8,4,4,False,0,,False,True
noah356,M,1.0,0,12,0,0,0,1,0,8,4,4,False,0,,False,True
jonas999,M,1.0,0,35,2,1,1,0,0,27,13,14,False,0,,True,False
julia316,F,1.0,45,0,3,1,1,5,0,32,15,17,False,0,,False,False
marcel154,M,1.0,0,33,0,0,0,1,0,22,11,11,False,0,,False,True
sofia662,F,1.0,27,0,1,1,1,3,0,16,9,7,False,0,,False,False
vanessa783,F,1.0,42,0,3,1,1,0,1,34,16,18,False,0,,True,False
marcel490,M,1.0,0,21,0,0,0,2,0,15,7,8,False,0,,False,True
marko88,M,1.0,0,6,2,0,0,2,0,5,2,3,False,0,,False,True
sebastian320,M,1.0,0,33,2,0,0,1,0,22,11,11,False,0,,False,True
vanessa1200,F,1.0,29,0,4,1,1,0,1,27,11,16,False,0,,True,False
michael645,M,1.0,0,6,1,0,0,3,0,5,2,3,False,0,,False,True
claudia109,F,1.0,39,0,1,1,1,4,1,27,13,14,False,0,,False,False
valentina115,F,1.0,45,0,2,0,0,1,3,25,15,10,False,0,,False,False
elias1186,M,1.0,0,42,1,1,1,5,0,29,14,15,False,0,,False,False
isabella103,F,1.0,51,0,2,0,0,0,2,33,18,15,False,0,,True,False
moritz768,M,1.0,0,46,2,1,1,2,1,33,17,16,False,0,,False,False
luis799,M,1.0,0,3,5,0,0,1,0,1,1,0,False,0,,False,True
moritz8,M,1.0,0,48,0,0,0,4,0,33,16,17,False,0,,False,True
jakob984,M,1.0,0,44,3,1,1,1,1,35,16,19,False,0,,False,False
samuel1116,M,1.0,0,51,4,1,1,0,4,36,17,19,False,0,,True,False
laura308,F,1.0,54,0,3,1,1,0,0,41,20,21,False,0,,True,False
anna681,F,1.0,38,0,3,1,1,0,0,27,13,14,False,0,,True,False
alexander1142,M,1.0,0,30,2,1,1,2,1,21,10,11,False,0,,False,False
johanna116,F,1.0,45,0,2,1,1,0,3,27,15,12,False,0,,True,False
natalie178,F,1.0,38,0,4,1,1,0,0,26,13,13,False,0,,True,False
magdalena1044,F,1.0,62,0,3,1,1,0,4,45,22,23,False,0,,True,False
adrian397,M,1.0,0,12,2,0,0,3,0,9,4,5,False,0,,False,True
lara217,F,1.0,57,0,3,1,1,1,2,41,20,21,False,0,,False,False
julian1242,M,1.0,0,35,3,1,1,0,0,25,12,13,False,0,,True,False
simon210,M,1.0,0,31,3,1,1,0,0,26,12,14,False,0,,True,False
valerie748,F,1.0,24,0,1,0,0,1,0,15,8,7,False,0,,False,True
jonathan846,M,1.0,0,50,3,1,1,2,2,33,17,16,False,0,,False,False
helga1185,F,1.0,42,0,1,1,1,5,0,24,14,10,False,0,,False,False
emil1222,M,1.0,0,9,3,0,0,2,0,6,3,3,False,0,,False,True
paula481,F,1.0,51,0,3,1,1,0,4,32,17,15,False,0,,True,False
anastasia897,F,1.0,30,0,0,0,0,2,0,18,10,8,False,0,,False,True
anastasia533,F,1.0,21,0,0,0,0,2,0,14,7,7,False,0,,False,True
natalie1249,F,1.0,18,0,0,0,0,1,0,11,6,5,False,0,,False,True
nico392,M,1.0,0,3,4,0,0,1,0,2,1,1,False,0,,False,True
katharina64,F,1.0,9,0,2,0,0,3,0,6,3,3,False,0,,False,True
sofia654,F,1.0,9,0,0,0,0,1,0,6,3,3,False,0,,False,True
marko1315,M,1.0,0,20,5,1,1,0,0,16,7,9,False,0,,True,False
florian82,M,1.0,0,42,1,0,0,3,1,24,14,10,False,0,,False,False
thomas544,M,1.0,0,24,1,1,1,0,1,13,8,5,False,0,,True,False
anna258,F,1.0,15,0,3,0,0,1,0,10,5,5,False,0,,False,True
sophie694,F,1.0,33,0,0,0,0,2,0,20,11,9,False,0,,False,True
lea1165,F,1.0,40,0,4,1,1,0,0,32,14,18,False,0,,True,False
valentina201,F,1.0,51,0,3,1,1,0,1,36,18,18,False,0,,True,False
isabella807,F,1.0,51,0,2,1,1,0,4,31,17,14,False,0,,True,False
fabian433,M,1.0,0,30,5,1,1,1,0,23,10,13,False,0,,False,False
samuel341,M,1.0,0,15,1,0,0,1,0,10,5,5,False,0,,False,True
katharina889,F,1.0,35,0,3,1,1,0,0,32,14,18,False,0,,True,False
helena1260,F,1.0,27,0,3,1,1,0,1,16,9,7,False,0,,True,False
leo449,M,1.0,0,45,2,1,1,4,0,31,15,16,False,0,,False,False
jonas101,M,1.0,0,45,2,1,1,0,2,31,16,15,False,0,,True,False
laura1201,F,1.0,33,0,0,0,0,1,0,21,11,10,False,0,,False,True
laura179,F,1.0,3,0,5,0,0,1,0,2,1,1,False,0,,False,True
helena810,F,1.0,3,0,3,0,0,1,0,2,1,1,False,0,,False,True
gabriel1140,M,1.0,0,43,4,1,1,0,1,33,15,18,False,0,,True,False
luisa764,F,1.0,27,0,1,0,0,5,0,18,9,9,False,0,,False,True
paul925,M,1.0,0,27,1,0,0,2,0,18,9,9,False,0,,False,True
ella741,F,1.0,30,0,1,1,1,1,1,20,10,10,False,0,,False,False
philipp275,M,1.0,0,24,0,0,0,1,0,16,8,8,False,0,,False,True
lena1136,F,1.0,27,0,1,1,1,2,1,17,9,8,False,0,,False,False
helena661,F,1.0,41,0,4,1,1,0,2,32,14,18,False,0,,True,False
christian346,M,1.0,0,24,3,1,1,2,0,16,8,8,False,0,,False,False
lena1112,F,1.0,30,0,2,1,1,3,1,18,10,8,False,0,,False,False
sebastian1098,M,1.0,0,3,1,0,0,1,0,2,1,1,False,0,,False,True
stefan527,M,1.0,0,48,3,0,0,2,2,32,16,16,False,0,,False,False
larissa518,F,1.0,18,0,1,0,0,1,0,12,6,6,False,0,,False,True
paula881,F,1.0,39,0,2,1,1,3,1,26,14,12,False,0,,False,False
larissa910,F,1.0,41,0,4,1,1,0,1,32,15,17,False,0,,True,False
marko1175,M,1.0,0,21,2,1,1,0,2,13,7,6,False,0,,True,False
luis1087,M,1.0,0,39,0,0,0,3,0,26,13,13,False,0,,False,True
florian954,M,1.0,0,27,4,1,1,2,0,20,10,10,False,0,,False,False
elias1253,M,1.0,0,47,4,1,1,1,3,34,16,18,False,0,,False,False
valerie369,F,1.0,47,0,2,0,0,2,4,29,16,13,False,0,,False,False
laura253,F,1.0,12,0,0,0,0,1,0,8,4,4,False,0,,False,True
clara423,F,1.0,21,0,1,0,0,4,0,15,7,8,False,0,,False,True
helena1169,F,1.0,21,0,0,0,0,2,0,12,7,5,False,0,,False,True
hannah202,F,1.0,36,0,1,0,0,0,2,19,12,7,False,0,,True,False
lena641,F,1.0,45,0,2,0,0,0,3,32,17,15,False,0,,True,False
oskar24,M,1.0,0,60,2,1,1,0,4,42,21,21,False,0,,True,False
natalie290,F,1.0,45,0,1,1,1,5,0,31,15,16,False,0,,False,False
oliver1045,M,1.0,0,62,3,1,1,0,4,45,22,23,False,0,,True,False
laura337,F,1.0,51,0,5,1,1,0,1,36,18,18,False,0,,True,False
luis773,M,1.0,0,9,2,1,1,2,0,5,3,2,False,0,,False,False
natalie13,F,1.0,54,0,1,1,1,0,3,31,18,13,False,0,,True,False
victoria567,F,1.0,24,0,0,0,0,3,0,17,8,9,False,0,,False,True
leo121,M,1.0,0,40,4,1,1,2,1,32,14,18,False,0,,False,False
johanna131,F,1.0,33,0,2,1,1,5,0,23,11,12,False,0,,False,False
julia699,F,1.0,39,0,3,1,1,2,1,28,14,14,False,0,,False,False
matthias323,M,1.0,0,33,2,0,0,1,0,22,11,11,False,0,,False,True
julian410,M,1.0,0,30,4,1,1,0,0,25,11,14,False,0,,True,False
valerie211,F,1.0,44,0,2,0,0,3,2,29,15,14,False,0,,False,False
emil568,M,1.0,0,24,0,0,0,3,0,17,8,9,False,0,,False,True
lina1228,F,1.0,52,0,3,1,1,0,3,38,19,19,False,0,,True,False
mia175,F,1.0,9,0,3,0,0,2,0,7,3,4,False,0,,False,True
angelina1059,F,1.0,54,0,3,1,1,0,3,37,18,19,False,0,,True,False
leon635,M,1.0,0,45,2,1,1,0,3,34,17,17,False,0,,True,False
paul676,M,1.0,0,41,4,1,1,1,2,31,14,17,False,0,,False,False
jan1107,M,1.0,0,30,3,1,1,5,0,18,10,8,False,0,,False,False
angelina1028,F,1.0,57,0,2,1,1,4,3,34,19,15,False,0,,False,False
elias950,M,1.0,0,52,2,1,1,1,1,34,18,16,False,0,,False,False
maximilian949,M,1.0,0,36,1,1,1,2,2,25,12,13,False,0,,False,False
patrick652,M,1.0,0,12,1,1,1,1,0,8,4,4,False,0,,False,False
alina156,F,1.0,21,0,0,0,0,1,0,14,7,7,False,0,,False,True
moritz663,M,1.0,0,27,1,1,1,3,0,19,9,10,False,0,,False,False
victoria598,F,1.0,33,0,2,1,1,0,0,24,12,12,False,0,,True,False
nico1231,M,1.0,0,3,3,0,0,1,0,1,1,0,False,0,,False,True
leon956,M,1.0,0,18,5,1,1,0,1,13,6,7,False,0,,True,False
angelina978,F,1.0,45,0,2,1,1,2,1,31,16,15,False,0,,False,False
luisa1229,F,1.0,3,0,4,0,0,1,0,2,1,1,False,0,,False,True
marlene692,F,1.0,24,0,2,1,1,0,3,17,8,9,False,0,,True,False
michael226,M,1.0,0,21,1,1,1,1,0,14,7,7,False,0,,False,False
christian1053,M,1.0,0,39,2,1,1,0,2,24,13,11,False,0,,True,False
leon462,M,1.0,0,3,4,0,0,1,0,2,1,1,False,0,,False,True
