person_id,gender,gender_confidence,gender_female_weight,gender_male_weight,generation,num_mothers,num_fathers,num_children,num_siblings,degree,out_degree,in_degree,has_anomalies,anomaly_count,anomaly_types,is_leaf,is_founder
gertrude378,F,1.0,50,0,3,1,1,0,4,32,17,15,False,0,,True,False
valentina201,F,1.0,51,0,2,1,1,0,1,36,18,18,False,0,,True,False
emilia365,F,1.0,33,0,0,1,1,0,0,25,12,13,False,0,,True,False
helena1135,F,1.0,43,0,0,1,1,0,1,33,15,18,False,0,,True,False
julian1242,M,1.0,0,35,3,1,1,0,0,25,12,13,False,0,,True,False
rene58,M,1.0,0,48,3,0,0,3,1,29,16,13,False,0,,False,True
oliver1295,M,1.0,0,48,2,1,1,2,1,36,17,19,False,0,,False,False
helena558,F,1.0,48,0,2,1,1,2,4,34,16,18,False,0,,False,False
anastasia246,F,1.0,18,0,2,1,1,1,0,12,6,6,False,0,,False,False
elias461,M,1.0,0,49,1,1,1,1,0,36,18,18,False,0,,False,False
luca1162,M,1.0,0,27,3,1,1,2,1,19,9,10,False,0,,False,False
angelina1059,F,1.0,54,0,2,1,1,0,3,37,18,19,False,0,,True,False
valentin638,M,1.0,0,53,0,1,1,0,0,42,20,22,False,0,,True,False
marko361,M,1.0,0,26,3,1,1,0,1,18,9,9,False,0,,True,False
katharina974,F,1.0,36,0,4,0,0,4,0,24,12,12,False,0,,False,True
magdalena491,F,1.0,52,0,1,1,1,0,1,36,18,18,False,0,,True,False
florian754,M,1.0,0,27,0,1,1,0,0,23,10,13,False,0,,True,False
magdalena866,F,1.0,18,0,5,0,0,1,0,11,6,5,False,0,,False,True
luis513,M,1.0,0,18,5,0,0,2,0,13,6,7,False,0,,False,True
laura869,F,1.0,39,0,3,0,0,4,0,22,13,9,False,0,,False,True
patrick188,M,1.0,0,52,3,1,1,1,2,37,18,19,False,0,,False,False
patrick1290,M,1.0,0,39,4,0,0,3,0,23,13,10,False,0,,False,True
david920,M,1.0,0,9,2,0,0,1,0,6,3,3,False,0,,False,True
lea895,F,1.0,36,0,3,0,0,2,0,22,12,10,False,0,,False,True
emma239,F,1.0,33,0,3,1,1,1,0,22,11,11,False,0,,False,False
noah1232,M,1.0,0,41,1,1,1,0,0,34,16,18,False,0,,True,False
valentina1015,F,1.0,42,0,0,1,1,0,1,34,16,18,False,0,,True,False
sarah592,F,1.0,44,0,3,0,0,0,2,23,15,8,False,0,,True,True
benjamin710,M,1.0,0,49,2,1,1,2,1,33,17,16,False,0,,False,False
marie972,F,1.0,18,0,0,1,1,0,1,13,6,7,False,0,,True,False
luis799,M,1.0,0,3,1,0,0,1,0,1,1,0,False,0,,False,True
beate962,F,1.0,22,0,1,1,1,0,1,18,8,10,False,0,,True,False
florian857,M,1.0,0,36,1,1,1,0,0,30,13,17,False,0,,True,False
julian145,M,1.0,0,27,3,0,0,1,0,18,9,9,False,0,,False,True
nora1181,F,1.0,28,0,0,1,1,0,0,24,10,14,False,0,,True,False
olivia274,F,1.0,24,0,4,0,0,1,0,16,8,8,False,0,,False,True
elena696,F,1.0,42,0,2,1,1,2,3,27,14,13,False,0,,False,False
valentina880,F,1.0,15,0,2,0,0,2,0,8,5,3,False,0,,False,True
matthias398,M,1.0,0,49,1,1,1,1,2,37,17,20,False,0,,False,False
olivia0,F,1.0,57,0,1,0,0,2,4,39,20,19,False,0,,False,True
vanessa141,F,1.0,3,0,1,0,0,1,0,2,1,1,False,0,,False,True
marie215,F,1.0,47,0,2,1,1,1,2,31,16,15,False,0,,False,False
lisa400,F,1.0,33,0,4,0,0,2,0,22,11,11,False,0,,False,True
benjamin952,M,1.0,0,45,2,1,1,1,0,35,16,19,False,0,,False,False
oliver761,M,1.0,0,45,3,1,1,5,1,24,15,9,False,0,,False,False
luis868,M,1.0,0,39,2,1,1,1,3,23,13,10,False,0,,False,False
paul1123,M,1.0,0,15,4,0,0,1,0,10,5,5,False,0,,False,True
mia595,F,1.0,44,0,3,1,1,0,2,25,15,10,False,0,,True,False
sofia817,F,1.0,48,0,3,1,1,3,1,30,16,14,False,0,,False,False
hannah571,F,1.0,12,0,3,0,0,1,0,8,4,4,False,0,,False,True
valentin351,M,1.0,0,45,1,1,1,2,1,31,15,16,False,0,,False,False
helena810,F,1.0,3,0,3,0,0,1,0,2,1,1,False,0,,False,True
luisa852,F,1.0,26,0,0,1,1,0,0,21,9,12,False,0,,True,False
leonie451,F,1.0,6,0,2,0,0,1,0,5,2,3,False,0,,False,True
emil1222,M,1.0,0,9,2,0,0,2,0,6,3,3,False,0,,False,True
marie717,F,1.0,39,0,3,1,1,2,3,25,13,12,False,0,,False,False
ella153,F,1.0,33,0,4,0,0,1,0,22,11,11,False,0,,False,True
lea425,F,1.0,15,0,5,0,0,1,0,11,5,6,False,0,,False,True
fabian26,M,1.0,0,41,0,1,1,0,0,37,17,20,False,0,,True,False
sofia487,F,1.0,9,0,1,1,1,1,0,7,3,4,False,0,,False,False
charlotte261,F,1.0,3,0,3,0,0,1,0,2,1,1,False,0,,False,True
katharina1086,F,1.0,39,0,3,0,0,3,0,23,13,10,False,0,,False,True
paula50,F,1.0,15,0,4,1,1,0,1,9,5,4,False,0,,True,False
nora1235,F,1.0,43,0,1,1,1,0,0,36,17,19,False,0,,True,False
jonathan918,M,1.0,0,15,2,1,1,0,1,10,5,5,False,0,,True,False
clara1182,F,1.0,6,0,3,0,0,1,0,3,2,1,False,0,,False,True
sophie753,F,1.0,3,0,1,0,0,1,0,2,1,1,False,0,,False,True
sebastian1212,M,1.0,0,48,4,1,1,2,0,33,16,17,False,0,,False,False
oliver71,M,1.0,0,42,2,1,1,0,2,32,15,17,False,0,,True,False
ella45,F,1.0,9,0,5,0,0,1,0,6,3,3,False,0,,False,True
david1072,M,1.0,0,38,1,1,1,0,1,29,13,16,False,0,,True,False
thomas1268,M,1.0,0,12,1,0,0,4,0,8,4,4,False,0,,False,True
sebastian240,M,1.0,0,39,3,1,1,1,1,26,13,13,False,0,,False,False
samuel977,M,1.0,0,21,3,0,0,2,0,14,7,7,False,0,,False,True
theodor1203,M,1.0,0,9,1,1,1,0,1,7,3,4,False,0,,True,False
lisa1035,F,1.0,62,0,1,1,1,0,4,45,22,23,False,0,,True,False
maria653,F,1.0,44,0,1,1,1,0,2,34,17,17,False,0,,True,False
helena1099,F,1.0,36,0,1,1,1,0,0,29,14,15,False,0,,True,False
michael818,M,1.0,0,36,3,1,1,3,0,25,12,13,False,0,,False,False
simon210,M,1.0,0,31,2,1,1,0,0,26,12,14,False,0,,True,False
samuel1310,M,1.0,0,3,2,0,0,1,0,2,1,1,False,0,,False,True
elena665,F,1.0,18,0,5,0,0,1,0,12,6,6,False,0,,False,True
florian1037,M,1.0,0,57,2,1,1,0,3,37,19,18,False,0,,True,False
marko317,M,1.0,0,33,2,1,1,4,0,23,11,12,False,0,,False,False
helena435,F,1.0,36,0,4,1,1,0,3,22,12,10,False,0,,True,False
