source,rule,r1,r2,r3,support,body,std_confidence
inductive_inverse,"boyCousinOf(X,Y) -> secondAuntOf(Y,X)",boyCousinOf,secondAuntOf,,0,391,0.0
inductive_inverse,"boyCousinOf(X,Y) -> secondUncleOf(Y,X)",boyCousinOf,secondUncleOf,,0,391,0.0
inductive_inverse,"boyCousinOf(X,Y) -> sisterOf(Y,X)",boyCousinOf,sisterOf,,0,391,0.0
inductive_inverse,"boyCousinOf(X,Y) -> sonOf(Y,X)",boyCousinOf,sonOf,,0,391,0.0
inductive_inverse,"boyCousinOf(X,Y) -> uncleOf(Y,X)",boyCousinOf,uncleOf,,0,391,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> auntOf(Y,X)",boyFirstCousinOnceRemovedOf,auntOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> boyCousinOf(Y,X)",boyFirstCousinOnceRemovedOf,boyCousinOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> boyFirstCousinOnceRemovedOf(Y,X)",boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> boySecondCousinOf(Y,X)",boyFirstCousinOnceRemovedOf,boySecondCousinOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> brotherOf(Y,X)",boyFirstCousinOnceRemovedOf,brotherOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> daughterOf(Y,X)",boyFirstCousinOnceRemovedOf,daughterOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> fatherOf(Y,X)",boyFirstCousinOnceRemovedOf,fatherOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> girlCousinOf(Y,X)",boyFirstCousinOnceRemovedOf,girlCousinOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> girlFirstCousinOnceRemovedOf(Y,X)",boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> girlSecondCousinOf(Y,X)",boyFirstCousinOnceRemovedOf,girlSecondCousinOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> granddaughterOf(Y,X)",boyFirstCousinOnceRemovedOf,granddaughterOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> grandfatherOf(Y,X)",boyFirstCousinOnceRemovedOf,grandfatherOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> grandmotherOf(Y,X)",boyFirstCousinOnceRemovedOf,grandmotherOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> grandsonOf(Y,X)",boyFirstCousinOnceRemovedOf,grandsonOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> greatAuntOf(Y,X)",boyFirstCousinOnceRemovedOf,greatAuntOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> greatGranddaughterOf(Y,X)",boyFirstCousinOnceRemovedOf,greatGranddaughterOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> greatGrandfatherOf(Y,X)",boyFirstCousinOnceRemovedOf,greatGrandfatherOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> greatGrandmotherOf(Y,X)",boyFirstCousinOnceRemovedOf,greatGrandmotherOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> greatGrandsonOf(Y,X)",boyFirstCousinOnceRemovedOf,greatGrandsonOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> greatUncleOf(Y,X)",boyFirstCousinOnceRemovedOf,greatUncleOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> motherOf(Y,X)",boyFirstCousinOnceRemovedOf,motherOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> nephewOf(Y,X)",boyFirstCousinOnceRemovedOf,nephewOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> nieceOf(Y,X)",boyFirstCousinOnceRemovedOf,nieceOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> sisterOf(Y,X)",boyFirstCousinOnceRemovedOf,sisterOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> sonOf(Y,X)",boyFirstCousinOnceRemovedOf,sonOf,,0,180,0.0
inductive_inverse,"boyFirstCousinOnceRemovedOf(X,Y) -> uncleOf(Y,X)",boyFirstCousinOnceRemovedOf,uncleOf,,0,180,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> auntOf(Y,X)",boySecondCousinOf,auntOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> boyCousinOf(Y,X)",boySecondCousinOf,boyCousinOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> boyFirstCousinOnceRemovedOf(Y,X)",boySecondCousinOf,boyFirstCousinOnceRemovedOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> brotherOf(Y,X)",boySecondCousinOf,brotherOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> daughterOf(Y,X)",boySecondCousinOf,daughterOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> fatherOf(Y,X)",boySecondCousinOf,fatherOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> girlCousinOf(Y,X)",boySecondCousinOf,girlCousinOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> girlFirstCousinOnceRemovedOf(Y,X)",boySecondCousinOf,girlFirstCousinOnceRemovedOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> granddaughterOf(Y,X)",boySecondCousinOf,granddaughterOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> grandfatherOf(Y,X)",boySecondCousinOf,grandfatherOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> grandmotherOf(Y,X)",boySecondCousinOf,grandmotherOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> grandsonOf(Y,X)",boySecondCousinOf,grandsonOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> greatAuntOf(Y,X)",boySecondCousinOf,greatAuntOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> greatGranddaughterOf(Y,X)",boySecondCousinOf,greatGranddaughterOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> greatGrandfatherOf(Y,X)",boySecondCousinOf,greatGrandfatherOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> greatGrandmotherOf(Y,X)",boySecondCousinOf,greatGrandmotherOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> greatGrandsonOf(Y,X)",boySecondCousinOf,greatGrandsonOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> greatUncleOf(Y,X)",boySecondCousinOf,greatUncleOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> motherOf(Y,X)",boySecondCousinOf,motherOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> nephewOf(Y,X)",boySecondCousinOf,nephewOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> nieceOf(Y,X)",boySecondCousinOf,nieceOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> secondAuntOf(Y,X)",boySecondCousinOf,secondAuntOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> secondUncleOf(Y,X)",boySecondCousinOf,secondUncleOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> sisterOf(Y,X)",boySecondCousinOf,sisterOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> sonOf(Y,X)",boySecondCousinOf,sonOf,,0,68,0.0
inductive_inverse,"boySecondCousinOf(X,Y) -> uncleOf(Y,X)",boySecondCousinOf,uncleOf,,0,68,0.0
inductive_inverse,"brotherOf(X,Y) -> auntOf(Y,X)",brotherOf,auntOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> boyCousinOf(Y,X)",brotherOf,boyCousinOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> boyFirstCousinOnceRemovedOf(Y,X)",brotherOf,boyFirstCousinOnceRemovedOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> boySecondCousinOf(Y,X)",brotherOf,boySecondCousinOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> daughterOf(Y,X)",brotherOf,daughterOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> fatherOf(Y,X)",brotherOf,fatherOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> girlCousinOf(Y,X)",brotherOf,girlCousinOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> girlFirstCousinOnceRemovedOf(Y,X)",brotherOf,girlFirstCousinOnceRemovedOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> girlSecondCousinOf(Y,X)",brotherOf,girlSecondCousinOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> granddaughterOf(Y,X)",brotherOf,granddaughterOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> grandfatherOf(Y,X)",brotherOf,grandfatherOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> grandmotherOf(Y,X)",brotherOf,grandmotherOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> grandsonOf(Y,X)",brotherOf,grandsonOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> greatAuntOf(Y,X)",brotherOf,greatAuntOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> greatGranddaughterOf(Y,X)",brotherOf,greatGranddaughterOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> greatGrandfatherOf(Y,X)",brotherOf,greatGrandfatherOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> greatGrandmotherOf(Y,X)",brotherOf,greatGrandmotherOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> greatGrandsonOf(Y,X)",brotherOf,greatGrandsonOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> greatUncleOf(Y,X)",brotherOf,greatUncleOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> motherOf(Y,X)",brotherOf,motherOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> nephewOf(Y,X)",brotherOf,nephewOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> nieceOf(Y,X)",brotherOf,nieceOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> secondAuntOf(Y,X)",brotherOf,secondAuntOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> secondUncleOf(Y,X)",brotherOf,secondUncleOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> sonOf(Y,X)",brotherOf,sonOf,,0,570,0.0
inductive_inverse,"brotherOf(X,Y) -> uncleOf(Y,X)",brotherOf,uncleOf,,0,570,0.0
inductive_inverse,"daughterOf(X,Y) -> auntOf(Y,X)",daughterOf,auntOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> boyCousinOf(Y,X)",daughterOf,boyCousinOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> boyFirstCousinOnceRemovedOf(Y,X)",daughterOf,boyFirstCousinOnceRemovedOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> boySecondCousinOf(Y,X)",daughterOf,boySecondCousinOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> brotherOf(Y,X)",daughterOf,brotherOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> daughterOf(Y,X)",daughterOf,daughterOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> girlCousinOf(Y,X)",daughterOf,girlCousinOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> girlFirstCousinOnceRemovedOf(Y,X)",daughterOf,girlFirstCousinOnceRemovedOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> girlSecondCousinOf(Y,X)",daughterOf,girlSecondCousinOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> granddaughterOf(Y,X)",daughterOf,granddaughterOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> grandfatherOf(Y,X)",daughterOf,grandfatherOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> grandmotherOf(Y,X)",daughterOf,grandmotherOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> grandsonOf(Y,X)",daughterOf,grandsonOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> greatAuntOf(Y,X)",daughterOf,greatAuntOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> greatGranddaughterOf(Y,X)",daughterOf,greatGranddaughterOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> greatGrandfatherOf(Y,X)",daughterOf,greatGrandfatherOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> greatGrandmotherOf(Y,X)",daughterOf,greatGrandmotherOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> greatGrandsonOf(Y,X)",daughterOf,greatGrandsonOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> greatUncleOf(Y,X)",daughterOf,greatUncleOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> nephewOf(Y,X)",daughterOf,nephewOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> nieceOf(Y,X)",daughterOf,nieceOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> secondAuntOf(Y,X)",daughterOf,secondAuntOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> secondUncleOf(Y,X)",daughterOf,secondUncleOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> sisterOf(Y,X)",daughterOf,sisterOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> sonOf(Y,X)",daughterOf,sonOf,,0,628,0.0
inductive_inverse,"daughterOf(X,Y) -> uncleOf(Y,X)",daughterOf,uncleOf,,0,628,0.0
inductive_inverse,"fatherOf(X,Y) -> auntOf(Y,X)",fatherOf,auntOf,,0,733,0.0
inductive_inverse,"fatherOf(X,Y) -> boyCousinOf(Y,X)",fatherOf,boyCousinOf,,0,733,0.0
inductive_inverse,"fatherOf(X,Y) -> boyFirstCousinOnceRemovedOf(Y,X)",fatherOf,boyFirstCousinOnceRemovedOf,,0,733,0.0
inductive_inverse,"fatherOf(X,Y) -> boySecondCousinOf(Y,X)",fatherOf,boySecondCousinOf,,0,733,0.0
